 DisIndex 0.0 Energy 0.0
 DisIndex 1.0 Energy 0.0
 DisIndex 2.0 Energy 0.0
 DisIndex 3.0 Energy 0.0
 DisIndex 4.0 Energy 0.0
 DisIndex 5.0 Energy 0.0
 DisIndex 6.0 Energy 0.0
 DisIndex 7.0 Energy 0.0
 DisIndex 8.0 Energy 0.0
 DisIndex 9.0 Energy 0.0
 DisIndex 10.0 Energy 0.0
 DisIndex 11.0 Energy 0.0
 DisIndex 12.0 Energy 0.0
 DisIndex 13.0 Energy 0.0
 DisIndex 14.0 Energy 0.0
 DisIndex 15.0 Energy 0.0
 DisIndex 16.0 Energy 0.0
 DisIndex 17.0 Energy 0.0
 DisIndex 18.0 Energy 0.0
 DisIndex 19.0 Energy 0.0
 DisIndex 20.0 Energy 0.0
 DisIndex 21.0 Energy 0.0
 DisIndex 22.0 Energy 0.0
 DisIndex 23.0 Energy 0.0
 DisIndex 24.0 Energy 0.0
 DisIndex 25.0 Energy 0.0
 DisIndex 26.0 Energy 0.0
 DisIndex 27.0 Energy 0.0
 DisIndex 28.0 Energy 0.0
 DisIndex 29.0 Energy 0.0
 DisIndex 30.0 Energy 0.0
 DisIndex 31.0 Energy 0.0
 DisIndex 32.0 Energy 0.0
 DisIndex 33.0 Energy 0.0
 DisIndex 34.0 Energy 0.0
 DisIndex 35.0 Energy 0.0
 DisIndex 36.0 Energy 0.0
 DisIndex 37.0 Energy 0.0
 DisIndex 38.0 Energy 0.0
 DisIndex 39.0 Energy 0.0
 DisIndex 40.0 Energy 0.0
 DisIndex 41.0 Energy 0.0
 DisIndex 42.0 Energy 0.0
 DisIndex 43.0 Energy 0.0
 DisIndex 44.0 Energy 0.0
 DisIndex 45.0 Energy 0.0
 DisIndex 46.0 Energy 0.0
 DisIndex 47.0 Energy 0.0
 DisIndex 48.0 Energy 0.0
 DisIndex 49.0 Energy 0.0
 DisIndex 50.0 Energy 0.0
 DisIndex 51.0 Energy 0.0
 DisIndex 52.0 Energy 0.0
 DisIndex 53.0 Energy 0.0
 DisIndex 54.0 Energy 0.0
 DisIndex 55.0 Energy 0.0
 DisIndex 56.0 Energy 0.0
 DisIndex 57.0 Energy 0.0
 DisIndex 58.0 Energy 0.0
 DisIndex 59.0 Energy 0.0
 DisIndex 60.0 Energy 0.0
 DisIndex 61.0 Energy 0.0
 DisIndex 62.0 Energy 0.0
 DisIndex 63.0 Energy 0.0
 DisIndex 64.0 Energy 0.0
 DisIndex 65.0 Energy 0.0
 DisIndex 66.0 Energy 0.0
 DisIndex 67.0 Energy 0.0
 DisIndex 68.0 Energy 0.0
 DisIndex 69.0 Energy 0.0
 DisIndex 70.0 Energy 0.0
 DisIndex 71.0 Energy 0.0
 DisIndex 72.0 Energy 0.0
 DisIndex 73.0 Energy 0.0
 DisIndex 74.0 Energy 0.0
 DisIndex 75.0 Energy 0.0
 DisIndex 76.0 Energy 0.0
 DisIndex 77.0 Energy 0.0
 DisIndex 78.0 Energy 0.0
 DisIndex 79.0 Energy 0.0
