 DisIndex 0.0 CoordX 0.00106EnergyVa0.0 Energy 0.13178 CoordX 0.00126 Energy 0.27208 CoordX 0.00029 Energy 0.6389 CoordX 0.0 Energy 0.87029 CoordX 0.00425 Energy 0.98154 CoordX 0.00434 Energy 0.99741 End
 DisIndex 1.0 CoordX 0.00098EnergyVa0.01 Energy 0.09325 CoordX 0.00185 Energy 0.17034 CoordX 0.00034 Energy 0.21266 CoordX 0.0 Energy 0.1062 CoordX 0.00389 Energy 0.01454 CoordX 0.00464 Energy 0.0001 End
 DisIndex 2.0 CoordX 0.001EnergyVa0.02 Energy 0.08225 CoordX 0.00167 Energy 0.13695 CoordX 0.0002 Energy 0.0884 CoordX 0.0 Energy 0.017 CoordX 0.0042 Energy 0.00089 CoordX 0.00472 Energy 3e-05 End
 DisIndex 3.0 CoordX 0.00083EnergyVa0.03 Energy 0.07649 CoordX 0.00131 Energy 0.10675 CoordX 0.00044 Energy 0.03354 CoordX 0.0 Energy 0.00302 CoordX 0.00438 Energy 0.00016 CoordX 0.00703 Energy 0.00016 End
 DisIndex 4.0 CoordX 0.00079EnergyVa0.04 Energy 0.07242 CoordX 0.00109 Energy 0.08312 CoordX 0.00044 Energy 0.01284 CoordX 0.0 Energy 0.00076 CoordX 0.00492 Energy 3e-05 CoordX 0.00578 Energy 0.00012 End
 DisIndex 5.0 CoordX 0.0014EnergyVa0.05 Energy 0.07018 CoordX 0.0014 Energy 0.06352 CoordX 0.0004 Energy 0.00558 CoordX 0.0 Energy 0.00011 CoordX 0.00546 Energy 6e-05 CoordX 0.00555 Energy 8e-05 End
 DisIndex 6.0 CoordX 0.00126EnergyVa0.06 Energy 0.0616 CoordX 0.00143 Energy 0.04542 CoordX 0.00056 Energy 0.00288 CoordX 0.0 Energy 2e-05 CoordX 0.00544 Energy 1e-05 CoordX 0.00632 Energy 5e-05 End
 DisIndex 7.0 CoordX 0.00109EnergyVa0.07 Energy 0.05516 CoordX 0.00166 Energy 0.03423 CoordX 0.00056 Energy 0.00118 CoordX 0.0 Energy 1e-05 CoordX 0.00559 Energy 1e-05 CoordX 0.0054 Energy 0.00011 End
 DisIndex 8.0 CoordX 0.0013EnergyVa0.08 Energy 0.04989 CoordX 0.00189 Energy 0.02504 CoordX 0.00056 Energy 0.00069 CoordX 0.0 Energy 2e-05 CoordX 0.00496 Energy 0.00015 CoordX 0.00559 Energy 1e-05 End
 DisIndex 9.0 CoordX 0.00149EnergyVa0.09 Energy 0.04531 CoordX 0.00128 Energy 0.01745 CoordX 0.00055 Energy 0.00044 CoordX 0.0 Energy 2e-05 CoordX 0.00494 Energy 0.00015 CoordX 0.00594 Energy 2e-05 End
 DisIndex 10.0 CoordX 0.00124EnergyVa0.1 Energy 0.03859 CoordX 0.00152 Energy 0.01228 CoordX 0.00021 Energy 0.00022 CoordX 0.0 Energy 5e-05 CoordX 0.00481 Energy 2e-05 CoordX 0.00615 Energy 2e-05 End
 DisIndex 11.0 CoordX 0.00152EnergyVa0.11 Energy 0.03185 CoordX 0.00188 Energy 0.00902 CoordX 0.00033 Energy 4e-05 CoordX 0.0 Energy 2e-05 CoordX 0.00558 Energy 4e-05 CoordX 0.00721 Energy 0.0 End
 DisIndex 12.0 CoordX 0.00168EnergyVa0.12 Energy 0.02639 CoordX 0.00197 Energy 0.00574 CoordX 0.00051 Energy 3e-05 CoordX 0.0 Energy 0.0 CoordX 0.00605 Energy 9e-05 CoordX 0.00637 Energy 0.00012 End
 DisIndex 13.0 CoordX 0.00156EnergyVa0.13 Energy 0.02209 CoordX 0.0019 Energy 0.00391 CoordX 0.00051 Energy 0.0 CoordX 0.0 Energy 2e-05 CoordX 0.00536 Energy 3e-05 CoordX 0.00596 Energy 5e-05 End
 DisIndex 14.0 CoordX 0.00167EnergyVa0.14 Energy 0.019 CoordX 0.0018 Energy 0.00295 CoordX 0.00083 Energy 0.0 CoordX 0.0 Energy 7e-05 CoordX 0.00543 Energy 8e-05 CoordX 0.00663 Energy 7e-05 End
 DisIndex 15.0 CoordX 0.00133EnergyVa0.15 Energy 0.01692 CoordX 0.00244 Energy 0.00205 CoordX 0.00032 Energy 8e-05 CoordX 0.0 Energy 0.0 CoordX 0.0056 Energy 5e-05 CoordX 0.00674 Energy 0.0 End
 DisIndex 16.0 CoordX 0.00186EnergyVa0.16 Energy 0.0132 CoordX 0.00201 Energy 0.00149 CoordX 0.00057 Energy 1e-05 CoordX 0.0 Energy 2e-05 CoordX 0.00602 Energy 0.0 CoordX 0.00715 Energy 3e-05 End
 DisIndex 17.0 CoordX 0.00115EnergyVa0.17 Energy 0.01135 CoordX 0.00206 Energy 0.00127 CoordX 0.00039 Energy 1e-05 CoordX 0.0 Energy 7e-05 CoordX 0.00637 Energy 2e-05 CoordX 0.00568 Energy 0.00022 End
 DisIndex 18.0 CoordX 0.00167EnergyVa0.18 Energy 0.01131 CoordX 0.00201 Energy 0.00118 CoordX 0.00065 Energy 4e-05 CoordX 0.0 Energy 1e-05 CoordX 0.00533 Energy 0.00011 CoordX 0.00773 Energy 8e-05 End
 DisIndex 19.0 CoordX 0.00139EnergyVa0.19 Energy 0.01002 CoordX 0.00239 Energy 0.0008 CoordX 0.00075 Energy 1e-05 CoordX 0.0 Energy 6e-05 CoordX 0.00633 Energy 5e-05 CoordX 0.00723 Energy 0.0 End
 DisIndex 20.0 CoordX 0.00119EnergyVa0.2 Energy 0.00873 CoordX 0.00218 Energy 0.00045 CoordX 0.00062 Energy 6e-05 CoordX 0.0 Energy 9e-05 CoordX 0.006 Energy 5e-05 CoordX 0.00763 Energy 2e-05 End
 DisIndex 21.0 CoordX 0.00142EnergyVa0.21 Energy 0.00691 CoordX 0.00198 Energy 0.00031 CoordX 0.00075 Energy 0.00017 CoordX 0.0 Energy 8e-05 CoordX 0.00706 Energy 0.0 CoordX 0.00755 Energy 0.0 End
 DisIndex 22.0 CoordX 0.00182EnergyVa0.22 Energy 0.00544 CoordX 0.0022 Energy 0.00026 CoordX 0.00082 Energy 1e-05 CoordX 0.0 Energy 6e-05 CoordX 0.00558 Energy 4e-05 CoordX 0.00684 Energy 3e-05 End
 DisIndex 23.0 CoordX 0.00147EnergyVa0.23 Energy 0.00494 CoordX 0.0024 Energy 0.00023 CoordX 0.0007 Energy 2e-05 CoordX 0.0 Energy 5e-05 CoordX 0.00627 Energy 7e-05 CoordX 0.00773 Energy 2e-05 End
 DisIndex 24.0 CoordX 0.00165EnergyVa0.24 Energy 0.00396 CoordX 0.00225 Energy 0.0002 CoordX 0.00083 Energy 7e-05 CoordX 0.0 Energy 2e-05 CoordX 0.00725 Energy 5e-05 CoordX 0.00762 Energy 2e-05 End
 DisIndex 25.0 CoordX 0.00136EnergyVa0.25 Energy 0.00321 CoordX 0.00253 Energy 0.00014 CoordX 0.00065 Energy 3e-05 CoordX 0.0 Energy 8e-05 CoordX 0.00708 Energy 4e-05 CoordX 0.00769 Energy 0.0 End
 DisIndex 26.0 CoordX 0.00139EnergyVa0.26 Energy 0.00293 CoordX 0.00216 Energy 9e-05 CoordX 0.0005 Energy 3e-05 CoordX 0.0 Energy 0.0 CoordX 0.00611 Energy 8e-05 CoordX 0.00749 Energy 0.0 End
