D: 4.2549660392816706e-07
D: 2.1999819394111842e-07
D: 1.290265502158779e-07
D: 1.195738429236617e-07
D: 6.956724139816671e-08
D: 8.621177684999421e-08
D: 4.43349159379666e-08
D: 6.928749570691977e-08
D: 3.0302735937122334e-08
D: 5.9134411107845016e-08
D: 2.1584990725931222e-08
D: 5.215313575929009e-08
D: 1.559341680153906e-08
D: 4.712161952636458e-08
D: 1.1388492796762747e-08
D: 4.315480542820439e-08
D: 8.24617062911642e-09
D: 4.000148156369519e-08
D: 5.9360257123307e-09
D: 3.730104696325517e-08
D: 4.155286758514275e-09
D: 3.501223194239313e-08
D: 2.838187391886239e-09
D: 3.294093617326829e-08
D: 1.8296465146792275e-09
D: 3.1104804828848616e-08
D: 1.1082652915957615e-09
D: 2.938027654856034e-08
D: 5.874570020536092e-10
D: 2.7802971962606263e-08
D: 2.555003585856849e-10
D: 2.6285217356926773e-08
D: 6.429656391654669e-11
D: 2.486770142391307e-08
D: 5.169523482096454e-13
D: 2.348309855845266e-08
D: 4.0665511267651594e-11
D: 2.2173057325601107e-08
D: 1.6626852388680244e-10
D: 2.0882411380629505e-08
D: 3.7087165585471426e-10
D: 1.9652650181696827e-08
D: 6.30230017090942e-10
D: 1.8436024373672937e-08
D: 9.502111523422938e-10
D: 1.72736747251784e-08
D: 1.3013563914428493e-09
D: 1.6122445205726135e-08
D: 1.6985620660091678e-09
D: 1.5023095501267625e-08
D: 2.10820509702132e-09
D: 1.3935400948107644e-08
D: 2.551709445891388e-09
D: 1.2899677937281728e-08
D: 2.992524106009069e-09
D: 1.1877646707530696e-08
D: 3.4565850378051885e-09
D: 1.0909041809952186e-08
D: 3.905687188273007e-09
D: 9.957019081973712e-09
D: 4.368601960017295e-09
D: 9.060437673092166e-09
D: 4.806679969224861e-09
D: 8.183773446123976e-09
D: 5.250144913774665e-09
D: 7.3645360890454034e-09
D: 5.660965836046775e-09
D: 6.56871764807313e-09
D: 6.06970931301782e-09
D: 5.831863404732974e-09
D: 6.439841167405026e-09
D: 5.121867136583527e-09
D: 6.801407960828564e-09
D: 4.471663005780728e-09
D: 7.1200587478847105e-09
D: 3.851491568246221e-09
D: 7.424673424558749e-09
D: 3.29106687412036e-09
D: 7.683581455716211e-09
D: 2.7634294595046784e-09
D: 7.92405788567177e-09
D: 2.2945234265359597e-09
D: 8.117388147609337e-09
D: 1.8606199233357758e-09
D: 8.289044702248687e-09
D: 1.4834269410611717e-09
D: 8.413298408407741e-09
D: 1.1428191587975908e-09
D: 8.513841516524428e-09
D: 8.559186062633463e-10
D: 8.567758368986569e-09
D: 6.064775207988844e-10
D: 8.597138452853574e-09
D: 4.0683223491561466e-10
D: 8.581574947251975e-09
D: 2.4476082236021127e-10
D: 8.541815202837035e-09
D: 1.2777113838766358e-10
D: 8.459583134658799e-09
D: 4.76902590295306e-11
D: 8.354596772977149e-09
D: 7.301788776939266e-12
D: 8.210258630415183e-09
D: 2.3879896144421777e-12
D: 8.04563152534867e-09
D: 3.1246163610390924e-11
D: 7.845288266011585e-09
D: 9.341340116716083e-11
D: 7.628018977966627e-09
D: 1.8305687018208262e-10
D: 7.379077616539202e-09
D: 3.031740590940745e-10
D: 7.117297336356969e-09
D: 4.4425886571422035e-10
D: 6.8282150483330366e-09
D: 6.123948701372779e-10
D: 6.530898996468342e-09
D: 7.949411137512407e-10
D: 6.2108983946376115e-09
D: 1.000628569891645e-09
D: 5.887586893762655e-09
D: 1.2142812034871292e-09
D: 5.5463561388498434e-09
D: 1.4467905869508907e-09
D: 5.206865249672487e-09
D: 1.6810857157550055e-09
D: 4.854273298238289e-09
D: 1.9297026461177722e-09
D: 4.508401962052924e-09
D: 2.174327956184977e-09
D: 4.154220017186426e-09
D: 2.4286280342390184e-09
D: 3.811472807916377e-09
D: 2.6736724466556748e-09
D: 3.4651050290290945e-09
D: 2.923779485260424e-09
D: 3.1344399918498074e-09
D: 3.1599692771741954e-09
D: 2.8046646864161983e-09
D: 3.396789413179347e-09
D: 2.4942749065216928e-09
D: 3.6157028982678056e-09
D: 2.1890124510349845e-09
D: 3.831129515144878e-09
D: 1.9061293262579164e-09
D: 4.025382898537255e-09
D: 1.632250641099594e-09
D: 4.21247228846087e-09
D: 1.3829777918276012e-09
D: 4.375864228929003e-09
D: 1.1461486302307262e-09
D: 4.528979587600563e-09
D: 9.35334843955313e-10
D: 4.656603460440639e-09
D: 7.39898261509601e-10
D: 4.7715088115313595e-09
D: 5.710522514531678e-10
D: 4.859833990195025e-09
D: 4.1995081331325646e-10
D: 4.93374184766795e-09
D: 2.9519779421861715e-10
D: 4.980656776910488e-09
D: 1.8994105244889213e-10
D: 5.012232700540064e-09
D: 1.1001669040951446e-10
D: 5.017045160591529e-09
D: 5.0693720455786214e-11
D: 5.006378969826743e-09
D: 1.497728524001728e-11
D: 4.969766000753254e-09
D: 3.100231457701738e-13
D: 4.918307923512064e-09
D: 6.895712507828914e-12
D: 4.842237540366619e-09
D: 3.4330210847246926e-11
D: 4.7526860534175005e-09
D: 8.013347500669688e-11
D: 4.640311464066949e-09
D: 1.4596534676702266e-10
D: 4.516467745291089e-09
D: 2.2686010821020933e-10
D: 4.371990712176383e-09
D: 3.263895232360009e-10
