1 1.099983 0.000000 0.000000
2 -0.127303 0.000000 0.000000
3 -0.145766 0.000000 0.000000
4 0.986688 0.000000 0.000000
5 0.899391 0.000000 0.000000
6 0.011593 0.000000 0.000000
7 0.228937 0.000000 0.000000
8 0.746988 0.000000 0.000000
9 -0.121584 0.000000 0.000000
10 0.955382 0.000000 0.000000
11 1.030695 0.000000 0.000000
12 0.963822 0.000000 0.000000
13 0.032494 0.000000 0.000000
14 -0.257824 0.000000 0.000000
15 0.907563 0.000000 0.000000
16 0.852620 0.000000 0.000000
17 -0.345352 0.000000 0.000000
18 0.059535 0.000000 0.000000
19 0.198161 0.000000 0.000000
20 0.101834 0.000000 0.000000
21 1.052334 0.000000 0.000000
22 1.107337 0.000000 0.000000
23 0.866140 0.000000 0.000000
24 0.967085 0.000000 0.000000
25 0.938936 0.000000 0.000000
26 -0.057486 0.000000 0.000000
27 1.061919 0.000000 0.000000
28 0.741088 0.000000 0.000000
29 1.051711 0.000000 0.000000
30 0.881714 0.000000 0.000000
31 0.646183 0.000000 0.000000
32 0.953207 0.000000 0.000000
33 -0.202816 0.000000 0.000000
34 -0.196562 0.000000 0.000000
35 0.796464 0.000000 0.000000
36 0.124450 0.000000 0.000000
37 -0.118553 0.000000 0.000000
38 -0.262605 0.000000 0.000000
39 0.419263 0.000000 0.000000
40 0.849359 0.000000 0.000000
41 0.845817 0.000000 0.000000
42 0.200574 0.000000 0.000000
43 -0.120141 0.000000 0.000000
44 0.144830 0.000000 0.000000
45 -0.040284 0.000000 0.000000
46 0.113862 0.000000 0.000000
47 0.243491 0.000000 0.000000
48 0.972115 0.000000 0.000000
49 0.968388 0.000000 0.000000
50 1.127987 0.000000 0.000000
51 0.022972 0.000000 0.000000
52 -0.004867 0.000000 0.000000
53 0.183328 0.000000 0.000000
54 0.021898 0.000000 0.000000
55 -0.192214 0.000000 0.000000
56 0.428006 0.000000 0.000000
57 -0.226391 0.000000 0.000000
58 0.977259 0.000000 0.000000
59 0.091130 0.000000 0.000000
60 0.227276 0.000000 0.000000
61 -0.013194 0.000000 0.000000
62 1.030442 0.000000 0.000000
63 0.842078 0.000000 0.000000
64 -0.087996 0.000000 0.000000
65 0.160448 0.000000 0.000000
66 0.931900 0.000000 0.000000
67 0.946573 0.000000 0.000000
68 0.167167 0.000000 0.000000
69 0.082327 0.000000 0.000000
70 0.057629 0.000000 0.000000
71 0.833081 0.000000 0.000000
72 0.057435 0.000000 0.000000
73 1.126382 0.000000 0.000000
74 1.023708 0.000000 0.000000
75 0.945295 0.000000 0.000000
76 -0.100225 0.000000 0.000000
77 0.993399 0.000000 0.000000
78 0.761453 0.000000 0.000000
79 0.103723 0.000000 0.000000
80 0.877699 0.000000 0.000000
81 0.775142 0.000000 0.000000
82 0.020620 0.000000 0.000000
83 0.271225 0.000000 0.000000
84 0.031738 0.000000 0.000000
85 0.106070 0.000000 0.000000
86 -0.215845 0.000000 0.000000
87 0.036301 0.000000 0.000000
88 0.069923 0.000000 0.000000
89 0.456180 0.000000 0.000000
90 0.151859 0.000000 0.000000
91 0.119699 0.000000 0.000000
92 1.013997 0.000000 0.000000
93 0.937952 0.000000 0.000000
94 0.117847 0.000000 0.000000
95 -0.094369 0.000000 0.000000
96 1.154246 0.000000 0.000000
97 0.257783 0.000000 0.000000
98 1.017823 0.000000 0.000000
99 0.142665 0.000000 0.000000
100 -0.046291 0.000000 0.000000
101 1.123190 0.000000 0.000000
102 0.881919 0.000000 0.000000
103 -0.141806 0.000000 0.000000
104 -0.020226 0.000000 0.000000
105 0.078155 0.000000 0.000000
106 -0.168749 0.000000 0.000000
107 1.293604 0.000000 0.000000
108 0.340768 0.000000 0.000000
109 0.918111 0.000000 0.000000
110 -0.281502 0.000000 0.000000
111 0.013969 0.000000 0.000000
112 0.153941 0.000000 0.000000
113 0.848879 0.000000 0.000000
114 1.013607 0.000000 0.000000
115 0.979925 0.000000 0.000000
116 0.890942 0.000000 0.000000
117 -0.002359 0.000000 0.000000
118 0.929237 0.000000 0.000000
119 -0.047976 0.000000 0.000000
120 0.864751 0.000000 0.000000
121 0.956169 0.000000 0.000000
122 -0.094296 0.000000 0.000000
123 -0.164998 0.000000 0.000000
124 0.905766 0.000000 0.000000
125 0.859024 0.000000 0.000000
126 0.106544 0.000000 0.000000
127 0.175496 0.000000 0.000000
128 0.114472 0.000000 0.000000
129 1.083941 0.000000 0.000000
130 0.322180 0.000000 0.000000
131 -0.059951 0.000000 0.000000
132 0.026627 0.000000 0.000000
133 0.897876 0.000000 0.000000
134 -0.075801 0.000000 0.000000
135 1.075872 0.000000 0.000000
136 -0.123368 0.000000 0.000000
137 -0.054097 0.000000 0.000000
138 1.024333 0.000000 0.000000
139 0.326899 0.000000 0.000000
140 0.016258 0.000000 0.000000
141 0.829699 0.000000 0.000000
142 -0.038086 0.000000 0.000000
143 -0.207194 0.000000 0.000000
144 0.124597 0.000000 0.000000
145 0.750106 0.000000 0.000000
146 1.006116 0.000000 0.000000
147 0.813327 0.000000 0.000000
148 -0.065483 0.000000 0.000000
149 0.068183 0.000000 0.000000
150 0.099206 0.000000 0.000000
