-0.773547 0.000001
-0.749499 0.000001
-0.741483 0.000001
-0.733467 0.000001
-0.701403 0.000001
-0.693387 0.000003
-0.677355 0.000003
-0.669339 0.000003
-0.661323 0.000002
-0.653307 0.000001
-0.645291 0.000004
-0.637275 0.000008
-0.629259 0.000013
-0.621242 0.000013
-0.613226 0.000017
-0.605210 0.000018
-0.597194 0.000018
-0.589178 0.000019
-0.581162 0.000037
-0.573146 0.000024
-0.565130 0.000027
-0.557114 0.000040
-0.549098 0.000042
-0.541082 0.000050
-0.533066 0.000057
-0.525050 0.000079
-0.517034 0.000063
-0.509018 0.000091
-0.501002 0.000092
-0.492986 0.000120
-0.484970 0.000152
-0.476954 0.000174
-0.468938 0.000168
-0.460922 0.000216
-0.452906 0.000207
-0.444890 0.000264
-0.436874 0.000313
-0.428858 0.000336
-0.420842 0.000373
-0.412826 0.000438
-0.404810 0.000462
-0.396794 0.000536
-0.388778 0.000624
-0.380762 0.000677
-0.372745 0.000786
-0.364729 0.000894
-0.356713 0.000980
-0.348697 0.001078
-0.340681 0.001112
-0.332665 0.001264
-0.324649 0.001433
-0.316633 0.001567
-0.308617 0.001690
-0.300601 0.001769
-0.292585 0.002002
-0.284569 0.002166
-0.276553 0.002370
-0.268537 0.002526
-0.260521 0.002623
-0.252505 0.002967
-0.244489 0.003057
-0.236473 0.003314
-0.228457 0.003742
-0.220441 0.003736
-0.212425 0.003920
-0.204409 0.004343
-0.196393 0.004290
-0.188377 0.004746
-0.180361 0.005029
-0.172345 0.005206
-0.164329 0.005420
-0.156313 0.005799
-0.148297 0.006023
-0.140281 0.006227
-0.132265 0.006544
-0.124248 0.006758
-0.116232 0.007008
-0.108216 0.007208
-0.100200 0.007405
-0.092184 0.007578
-0.084168 0.007686
-0.076152 0.007776
-0.068136 0.007910
-0.060120 0.008161
-0.052104 0.008310
-0.044088 0.008491
-0.036072 0.008427
-0.028056 0.008625
-0.020040 0.008616
-0.012024 0.008735
-0.004008 0.008638
0.004008 0.008754
0.012024 0.008825
0.020040 0.008528
0.028056 0.008570
0.036072 0.008491
0.044088 0.008274
0.052104 0.008360
0.060120 0.008140
0.068136 0.007901
