-0.533066 0.000001
-0.501002 0.000003
-0.492986 0.000002
-0.484970 0.000001
-0.476954 0.000006
-0.468938 0.000001
-0.460922 0.000009
-0.452906 0.000011
-0.444890 0.000010
-0.436874 0.000018
-0.428858 0.000008
-0.420842 0.000023
-0.412826 0.000034
-0.404810 0.000047
-0.396794 0.000051
-0.388778 0.000063
-0.380762 0.000073
-0.372745 0.000107
-0.364729 0.000127
-0.356713 0.000168
-0.348697 0.000188
-0.340681 0.000225
-0.332665 0.000269
-0.324649 0.000314
-0.316633 0.000399
-0.308617 0.000446
-0.300601 0.000515
-0.292585 0.000623
-0.284569 0.000741
-0.276553 0.000887
-0.268537 0.001056
-0.260521 0.001222
-0.252505 0.001354
-0.244489 0.001592
-0.236473 0.001804
-0.228457 0.002192
-0.220441 0.002432
-0.212425 0.002662
-0.204409 0.003047
-0.196393 0.003495
-0.188377 0.003922
-0.180361 0.004360
-0.172345 0.004624
-0.164329 0.005128
-0.156313 0.005548
-0.148297 0.005890
-0.140281 0.006670
-0.132265 0.007139
-0.124248 0.007533
-0.116232 0.008150
-0.108216 0.008671
-0.100200 0.009155
-0.092184 0.009811
-0.084168 0.010346
-0.076152 0.010954
-0.068136 0.011056
-0.060120 0.011764
-0.052104 0.012271
-0.044088 0.012285
-0.036072 0.012675
-0.028056 0.012739
-0.020040 0.012819
-0.012024 0.012959
-0.004008 0.012901
0.004008 0.012917
0.012024 0.012717
0.020040 0.012701
0.028056 0.012635
0.036072 0.012206
0.044088 0.011899
0.052104 0.011622
0.060120 0.011198
0.068136 0.010749
0.076152 0.010306
0.084168 0.009932
0.092184 0.009334
0.100200 0.009031
0.108216 0.008467
0.116232 0.008121
0.124248 0.007486
0.132265 0.007099
0.140281 0.006633
0.148297 0.006099
0.156313 0.005762
0.164329 0.005294
0.172345 0.004960
0.180361 0.004442
0.188377 0.004123
0.196393 0.003673
0.204409 0.003531
0.212425 0.003192
0.220441 0.002885
0.228457 0.002657
0.236473 0.002413
0.244489 0.002137
0.252505 0.001914
0.260521 0.001849
0.268537 0.001664
0.276553 0.001501
0.284569 0.001284
0.292585 0.001235
0.300601 0.001081
0.308617 0.001013
0.316633 0.000931
0.324649 0.000924
0.332665 0.000740
0.340681 0.000747
0.348697 0.000665
0.356713 0.000612
0.364729 0.000588
0.372745 0.000577
0.380762 0.000512
0.388778 0.000464
0.396794 0.000496
0.404810 0.000429
0.412826 0.000455
0.420842 0.000389
0.428858 0.000380
0.436874 0.000369
0.444890 0.000365
0.452906 0.000349
0.460922 0.000320
0.468938 0.000329
0.476954 0.000315
0.484970 0.000326
0.492986 0.000319
0.501002 0.000303
0.509018 0.000314
0.517034 0.000299
0.525050 0.000356
0.533066 0.000339
0.541082 0.000366
0.549098 0.000353
0.557114 0.000357
0.565130 0.000374
0.573146 0.000379
0.581162 0.000444
0.589178 0.000433
0.597194 0.000491
0.605210 0.000459
0.613226 0.000459
0.621242 0.000554
0.629259 0.000611
0.637275 0.000613
0.645291 0.000676
0.653307 0.000747
0.661323 0.000848
0.669339 0.000858
0.677355 0.000933
0.685371 0.001037
0.693387 0.001168
0.701403 0.001190
0.709419 0.001384
0.717435 0.001556
0.725451 0.001587
0.733467 0.001799
0.741483 0.002026
0.749499 0.002184
0.757515 0.002440
0.765531 0.002672
0.773547 0.002843
0.781563 0.003079
0.789579 0.003514
0.797595 0.003768
0.805611 0.004116
0.813627 0.004360
0.821643 0.004968
0.829659 0.005278
0.837675 0.005751
0.845691 0.006189
0.853707 0.006554
0.861723 0.006894
0.869739 0.007275
0.877756 0.008090
0.885772 0.008267
0.893788 0.008967
0.901804 0.009278
0.909820 0.009714
0.917836 0.010305
0.925852 0.010652
0.933868 0.011275
0.941884 0.011451
0.949900 0.011758
0.957916 0.011971
0.965932 0.012265
0.973948 0.012415
0.981964 0.012832
0.989980 0.012919
0.997996 0.012407
1.006012 0.012691
1.014028 0.012504
1.022044 0.012598
1.030060 0.012307
1.038076 0.012009
1.046092 0.011717
1.054108 0.011601
1.062124 0.010974
1.070140 0.010393
1.078156 0.009830
1.086172 0.009496
1.094188 0.009021
1.102204 0.008535
1.110220 0.007928
1.118236 0.007422
1.126253 0.006821
1.134269 0.006326
1.142285 0.005782
1.150301 0.005412
1.158317 0.004869
1.166333 0.004425
1.174349 0.003911
1.182365 0.003694
1.190381 0.003352
1.198397 0.002981
1.206413 0.002560
1.214429 0.002367
1.222445 0.001996
1.230461 0.001853
1.238477 0.001493
1.246493 0.001273
1.254509 0.001171
1.262525 0.000948
1.270541 0.000833
1.278557 0.000675
1.286573 0.000597
1.294589 0.000513
1.302605 0.000442
1.310621 0.000378
1.318637 0.000308
1.326653 0.000246
1.334669 0.000196
1.342685 0.000147
1.350701 0.000136
1.358717 0.000118
1.366733 0.000091
1.374749 0.000078
1.382766 0.000060
1.390782 0.000051
1.398798 0.000039
1.406814 0.000027
1.414830 0.000023
1.422846 0.000020
1.430862 0.000003
1.438878 0.000016
1.446894 0.000006
1.454910 0.000010
1.462926 0.000004
1.470942 0.000001
1.478958 0.000003
1.486974 0.000001
1.494990 0.000001
