-0.701403 0.000001
-0.669339 0.000002
-0.661323 0.000003
-0.653307 0.000002
-0.637275 0.000002
-0.629259 0.000011
-0.621242 0.000014
-0.613226 0.000011
-0.605210 0.000012
-0.597194 0.000021
-0.589178 0.000023
-0.581162 0.000030
-0.573146 0.000043
-0.565130 0.000058
-0.557114 0.000048
-0.549098 0.000047
-0.541082 0.000060
-0.533066 0.000082
-0.525050 0.000098
-0.517034 0.000123
-0.509018 0.000107
-0.501002 0.000149
-0.492986 0.000169
-0.484970 0.000209
-0.476954 0.000242
-0.468938 0.000271
-0.460922 0.000329
-0.452906 0.000395
-0.444890 0.000426
-0.436874 0.000461
-0.428858 0.000532
-0.420842 0.000541
-0.412826 0.000593
-0.404810 0.000570
-0.396794 0.000661
-0.388778 0.000661
-0.380762 0.000784
-0.372745 0.000910
-0.364729 0.001023
-0.356713 0.001177
-0.348697 0.001343
-0.340681 0.001476
-0.332665 0.001699
-0.324649 0.001884
-0.316633 0.001838
-0.308617 0.002010
-0.300601 0.001838
-0.292585 0.001979
-0.284569 0.001940
-0.276553 0.002020
-0.268537 0.002077
-0.260521 0.001988
-0.252505 0.002132
-0.244489 0.002017
-0.236473 0.002062
-0.228457 0.002020
-0.220441 0.002047
-0.212425 0.002103
-0.204409 0.002241
-0.196393 0.002350
-0.188377 0.002663
-0.180361 0.002950
-0.172345 0.003320
-0.164329 0.003731
-0.156313 0.004374
-0.148297 0.005624
-0.140281 0.006485
-0.132265 0.007137
-0.124248 0.007580
-0.116232 0.007953
-0.108216 0.007740
-0.100200 0.007507
-0.092184 0.007581
-0.084168 0.007483
-0.076152 0.007833
-0.068136 0.008274
-0.060120 0.008843
-0.052104 0.009273
-0.044088 0.009197
-0.036072 0.009380
-0.028056 0.009267
-0.020040 0.009389
-0.012024 0.009373
-0.004008 0.008938
0.004008 0.009105
0.012024 0.009331
0.020040 0.009155
0.028056 0.009172
0.036072 0.009359
0.044088 0.009087
0.052104 0.008811
0.060120 0.008711
0.068136 0.008122
0.076152 0.007954
0.084168 0.007647
0.092184 0.007496
0.100200 0.007341
0.108216 0.007281
0.116232 0.006741
0.124248 0.006692
0.132265 0.005987
0.140281 0.005598
0.148297 0.005133
0.156313 0.004586
0.164329 0.004231
0.172345 0.003673
0.180361 0.003597
0.188377 0.003402
0.196393 0.003297
0.204409 0.003127
0.212425 0.002944
0.220441 0.002854
0.228457 0.002734
0.236473 0.002723
0.244489 0.002659
0.252505 0.002624
0.260521 0.002509
0.268537 0.002524
0.276553 0.002487
0.284569 0.002405
0.292585 0.002464
0.300601 0.002424
0.308617 0.002347
0.316633 0.002420
0.324649 0.002383
0.332665 0.002278
0.340681 0.002350
0.348697 0.002214
0.356713 0.002242
0.364729 0.002097
0.372745 0.002166
0.380762 0.002140
0.388778 0.002219
0.396794 0.002277
0.404810 0.002225
0.412826 0.002188
0.420842 0.002217
