2 0.013635 0.006777
3 -0.005487 -0.074708
4 -0.008401 0.064363
5 0.013496 0.013411
6 -0.004441 -0.077138
7 -0.009257 0.060041
8 0.013266 0.019955
9 -0.003366 -0.079049
10 -0.010052 0.055314
11 0.012947 0.026366
12 -0.002267 -0.080428
13 -0.010778 0.050215
14 0.012541 0.032599
15 -0.001154 -0.081266
16 -0.011432 0.044777
17 0.012051 0.038614
18 -0.000033 -0.081556
19 -0.012010 0.039039
20 0.011480 0.044369
21 0.001089 -0.081298
22 -0.012506 0.033037
23 0.010831 0.049826
24 0.002203 -0.080492
25 -0.012918 0.026814
26 0.010110 0.054949
27 0.003302 -0.079145
28 -0.013243 0.020409
29 0.009321 0.059702
30 0.004379 -0.077265
31 -0.013479 0.013868
32 0.008469 0.064054
33 0.005427 -0.074866
34 -0.013625 0.007233
35 0.007559 0.067976
36 0.006438 -0.071963
37 -0.013678 0.000549
38 0.006600 0.071440
39 0.007405 -0.068576
40 -0.013640 -0.006138
41 0.005595 0.074424
42 0.008323 -0.064728
43 -0.013509 -0.012784
44 0.004553 0.076907
45 0.009185 -0.060445
46 -0.013288 -0.019344
47 0.003480 0.078873
48 0.009985 -0.055755
49 -0.012977 -0.025774
50 0.002384 0.080308
51 0.010718 -0.050691
52 -0.012579 -0.032030
53 0.001272 0.081203
54 0.011379 -0.045286
55 -0.012097 -0.038071
56 0.000151 0.081551
57 0.011963 -0.039577
58 -0.011533 -0.043855
59 -0.000970 0.081351
60 0.012467 -0.033602
61 -0.010891 -0.049345
62 -0.002086 0.080603
63 0.012887 -0.027402
64 -0.010176 -0.054502
65 -0.003187 0.079312
66 0.013220 -0.021018
67 -0.009392 -0.059292
68 -0.004266 0.077488
69 0.013464 -0.014492
70 -0.008545 -0.063683
71 -0.005317 0.075142
72 0.013618 -0.007870
73 -0.007641 -0.067645
74 -0.006333 0.072290
75 0.013681 -0.001194
76 -0.006685 -0.071152
77 -0.007305 0.068951
78 0.013651 0.005489
79 -0.005684 -0.074180
80 -0.008229 0.065148
81 0.013530 0.012136
82 -0.004645 -0.076709
83 -0.009097 0.060907
84 0.013318 0.018701
85 -0.003575 -0.078722
86 -0.009904 0.056256
87 0.013016 0.025141
88 -0.002481 -0.080204
89 -0.010644 0.051226
90 0.012626 0.031412
91 -0.001370 -0.081147
92 -0.011312 0.045851
93 0.012152 0.037472
94 -0.000249 -0.081543
95 -0.011904 0.040168
96 0.011596 0.043280
97 0.000873 -0.081390
98 -0.012417 0.034214
99 0.010962 0.048798
100 0.001989 -0.080690
101 -0.012845 0.028030
102 0.010255 0.053988
103 0.003091 -0.079447
104 -0.013187 0.021658
105 0.009478 0.058815
106 0.004173 -0.077669
107 -0.013441 0.015139
108 0.008638 0.063247
109 0.005227 -0.075369
110 -0.013604 0.008519
111 0.007739 0.067254
112 0.006246 -0.072562
113 -0.013675 0.001841
114 0.006788 0.070808
115 0.007222 -0.069266
116 -0.013654 -0.004849
117 0.005792 0.073886
118 0.008150 -0.065505
119 -0.013542 -0.011507
120 0.004757 0.076467
121 0.009023 -0.061304
122 -0.013338 -0.018087
123 0.003690 0.078534
124 0.009836 -0.056690
125 -0.013044 -0.024545
126 0.002597 0.080073
127 0.010582 -0.051696
128 -0.012663 -0.030838
129 0.001488 0.081073
130 0.011257 -0.046354
131 -0.012196 -0.036924
132 0.000368 0.081527
133 0.011856 -0.040701
134 -0.011648 -0.042761
135 -0.000754 0.081432
136 0.012376 -0.034774
137 -0.011021 -0.048310
138 -0.001871 0.080790
139 0.012812 -0.028614
140 -0.010319 -0.053534
141 -0.002976 0.079603
142 0.013163 -0.022262
143 -0.009548 -0.058397
144 -0.004060 0.077881
145 0.013424 -0.015761
146 -0.008713 -0.062868
147 -0.005117 0.075634
148 0.013596 -0.009153
149 -0.007820 -0.066915
150 -0.006140 0.072879
151 0.013676 -0.002484
152 -0.006873 -0.070512
153 -0.007121 0.069632
154 0.013664 0.004201
155 -0.005881 -0.073634
156 -0.008055 0.065917
157 0.013560 0.010858
158 -0.004849 -0.076261
159 -0.008934 0.061759
160 0.013366 0.017443
161 -0.003784 -0.078374
162 -0.009753 0.057184
163 0.013081 0.023910
164 -0.002694 -0.079960
165 -0.010506 0.052225
166 0.012708 0.030217
167 -0.001585 -0.081007
168 -0.011189 0.046914
169 0.012250 0.036321
170 -0.000466 -0.081509
171 -0.011796 0.041287
172 0.011710 0.042181
173 0.000656 -0.081462
174 -0.012324 0.035383
175 0.011091 0.047758
176 0.001774 -0.080868
177 -0.012769 0.029240
178 0.010397 0.053013
179 0.002880 -0.079729
180 -0.013128 0.022900
181 0.009633 0.057913
182 0.003966 -0.078053
183 -0.013399 0.016406
184 0.008805 0.062424
185 0.005026 -0.075853
186 -0.013579 0.009802
187 0.007917 0.066515
188 0.006052 -0.073142
189 -0.013668 0.003132
190 0.006976 0.070158
191 0.007037 -0.069939
192 -0.013665 -0.003559
193 0.005988 0.073330
194 0.007975 -0.066266
195 -0.013571 -0.010227
196 0.004959 0.076009
197 0.008859 -0.062148
198 -0.013384 -0.016825
199 0.003898 0.078176
200 0.009684 -0.057612
201 -0.013108 -0.023310
202 0.002810 0.079818
203 0.010443 -0.052688
204 -0.012743 -0.029639
205 0.001703 0.080922
206 0.011132 -0.047410
207 -0.012293 -0.035767
208 0.000585 0.081482
209 0.011747 -0.041814
210 -0.011760 -0.041655
211 -0.000538 0.081493
212 0.012282 -0.035938
213 -0.011147 -0.047263
214 -0.001656 0.080956
215 0.012735 -0.029820
216 -0.010460 -0.052553
217 -0.002764 0.079874
218 0.013102 -0.023501
219 -0.009702 -0.057488
220 -0.003853 0.078255
221 0.013381 -0.017025
222 -0.008879 -0.062037
223 -0.004916 0.076108
224 0.013570 -0.010435
225 -0.007997 -0.066168
226 -0.005945 0.073449
227 0.013668 -0.003774
228 -0.007060 -0.069854
229 -0.006935 0.070296
230 0.013674 0.002912
231 -0.006076 -0.073070
232 -0.007878 0.066670
233 0.013588 0.009578
234 -0.005051 -0.075793
235 -0.008769 0.062595
236 0.013410 0.016180
237 -0.003992 -0.078007
238 -0.009600 0.058098
239 0.013143 0.022673
240 -0.002906 -0.079695
241 -0.010366 0.053210
242 0.012787 0.029014
243 -0.001800 -0.080847
244 -0.011063 0.047965
245 0.012345 0.035160
246 -0.000683 -0.081455
247 -0.011685 0.042396
248 0.011820 0.041071
249 0.000440 -0.081514
250 -0.012229 0.036542
251 0.011216 0.046705
252 0.001559 -0.081025
253 -0.012690 0.030442
254 0.010536 0.052026
255 0.002668 -0.079991
256 -0.013066 0.024137
257 0.009786 0.056997
258 0.003759 -0.078418
259 -0.013354 0.017670
260 0.008969 0.061585
261 0.004824 -0.076318
262 -0.013552 0.011083
263 0.008092 0.065759
264 0.005857 -0.073704
265 -0.013658 0.004422
266 0.007161 0.069491
267 0.006851 -0.070595
268 -0.013673 -0.002268
269 0.006182 0.072756
270 0.007798 -0.067011
271 -0.013596 -0.008944
272 0.005161 0.075531
273 0.008693 -0.062976
274 -0.013427 -0.015559
275 0.004105 0.077798
276 0.009530 -0.058518
277 -0.013168 -0.022069
278 0.003021 0.079542
279 0.010302 -0.053667
280 -0.012820 -0.028431
281 0.001918 0.080751
282 0.011005 -0.048455
283 -0.012386 -0.034602
284 0.000801 0.081416
285 0.011634 -0.042918
286 -0.011869 -0.040540
287 -0.000321 0.081534
288 0.012185 -0.037092
289 -0.011272 -0.046204
290 -0.001441 0.081103
291 0.012654 -0.031017
292 -0.010598 -0.051558
293 -0.002551 0.080125
294 0.013038 -0.024734
295 -0.009854 -0.056565
296 -0.003644 0.078609
297 0.013334 -0.018285
298 -0.009043 -0.061191
299 -0.004713 0.076563
300 0.013540 -0.011713
301 -0.008171 -0.065405
302 -0.005750 0.074002
303 0.013656 -0.005063
304 -0.007245 -0.069179
305 -0.006748 0.070942
306 0.013680 0.001621
307 -0.006269 -0.072487
308 -0.007700 0.067405
309 0.013611 0.008295
310 -0.005251 -0.075307
311 -0.008601 0.063415
312 0.013452 0.014913
313 -0.004198 -0.077620
314 -0.009444 0.058997
315 0.013201 0.021430
316 -0.003117 -0.079411
317 -0.010224 0.054183
318 0.012862 0.027804
319 -0.002015 -0.080667
320 -0.010934 0.049003
321 0.012437 0.033991
322 -0.000899 -0.081380
323 -0.011571 0.043494
324 0.011928 0.039950
325 0.000223 -0.081546
326 -0.012130 0.037692
327 0.011339 0.045641
328 0.001344 -0.081162
329 -0.012607 0.031637
330 0.010673 0.051025
331 0.002455 -0.080232
332 -0.013000 0.025368
333 0.009936 0.056066
334 0.003550 -0.078763
335 -0.013305 0.018928
336 0.009132 0.060731
337 0.004621 -0.076764
338 -0.013520 0.012362
339 0.008266 0.064987
340 0.005661 -0.074248
341 -0.013645 0.005712
342 0.007345 0.068807
343 0.006662 -0.071233
344 -0.013678 -0.000977
345 0.006374 0.072163
346 0.007619 -0.067738
347 -0.013618 -0.007659
348 0.005361 0.075035
349 0.008525 -0.063789
350 -0.013467 -0.014289
351 0.004311 0.077401
352 0.009373 -0.059410
353 -0.013225 -0.020823
354 0.003232 0.079247
355 0.010158 -0.054632
356 -0.012894 -0.027217
357 0.002132 0.080560
358 0.010875 -0.049487
359 -0.012477 -0.033428
360 0.001017 0.081331
361 0.011519 -0.044010
362 -0.011975 -0.039414
363 -0.000105 0.081554
364 0.012085 -0.038237
365 -0.011393 -0.045134
366 -0.001225 0.081228
367 0.012570 -0.032207
368 -0.010734 -0.050551
369 -0.002338 0.080356
370 0.012970 -0.025961
371 -0.010003 -0.055627
372 -0.003435 0.078943
373 0.013284 -0.019541
374 -0.009204 -0.060329
375 -0.004509 0.076998
376 0.013508 -0.012989
377 -0.008344 -0.064625
378 -0.005552 0.074535
379 0.013641 -0.006351
380 -0.007427 -0.068486
381 -0.006558 0.071571
382 0.013682 0.000331
383 -0.006461 -0.071886
384 -0.007520 0.068124
385 0.013632 0.007010
386 -0.005451 -0.074802
387 -0.008432 0.064219
388 0.013489 0.013642
389 -0.004404 -0.077214
390 -0.009286 0.059882
391 0.013257 0.020182
392 -0.003328 -0.079107
393 -0.010078 0.055141
394 0.012935 0.026587
395 -0.002229 -0.080467
396 -0.010803 0.050030
397 0.012526 0.032814
398 -0.001115 -0.081285
399 -0.011454 0.044582
400 0.012033 0.038820
401 0.000006 -0.081556
402 -0.012028 0.038833
403 0.011458 0.044565
404 0.001128 -0.081279
405 -0.012522 0.032823
406 0.010807 0.050011
407 0.002241 -0.080454
408 -0.012931 0.026592
409 0.010083 0.055122
410 0.003340 -0.079088
411 -0.013253 0.020183
412 0.009292 0.059861
413 0.004416 -0.077190
414 -0.013486 0.013637
415 0.008438 0.064199
416 0.005463 -0.074773
